line,name,slug,type,loot_type,rarity,current_price,current_gp,adjusted_price,adjusted_gp,delta_gp,rule,source_id
683,Block and Tackle,block-and-tackle,consumable,loot.consumable,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.jlI44g90pp4VazBU
585,Block of Incense,block-of-incense,loot,loot.loot,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.eJY20LOs3pOkRDPl
980,Block of Incense,block-of-incense,loot,loot.loot,,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.xxRC1qTIGzGEvmkg
1370,Bloodstone Cabochon,bloodstone-cabochon,loot,loot.loot,,50 gp,50,5 pp,50,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.oonj8jajRaN6cKw4
870,Blowgun,blowgun,weapon,loot.weapon,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.wNWK6yJMHG9ANqQV
336,Blowgun +1,blowgun-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.N8XNP3vjVZmM2r9S
619,Blowgun +2,blowgun-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.fu7DJcrYWfGMeVt9
251,Blowgun +3,blowgun-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HQJ8tiyyrJJSUSyF
624,Blowgun Needle,blowgun-needle,consumable,loot.consumable,common,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.items.Item.gBQ8xqTA5f8wP5iu
1150,Blur,blur,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.UDUnlfPsOAbq2RSE
95,Bolt of Slaying,bolt-of-slaying,consumable,loot.consumable,very-rare,600 gp,600,2000 pp,20000,19400,magic_consumable_safe_default,Compendium.dnd5e.items.Item.6OIw31CDF6mAwFnd
388,Book,book,loot,loot.loot,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.RMi9efrW9ouHVLI2
703,Book of Lore,book-of-lore,loot,loot.loot,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.l794iywHk8Wc6Uvi
929,Book of Lore,book-of-lore,loot,loot.loot,,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.Bt7nIb37nU7Wxevx
176,Book of Shadows,book-of-shadows,loot,loot.loot,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.CwWbeQ6XyqFzbMYw
295,Boots of Elvenkind,boots-of-elvenkind,equipment,loot.equipment.magic,uncommon,2500 gp,2500,40 pp,400,-2100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.KKWBLKQIWHtcpymp
250,Boots of Levitation,boots-of-levitation,equipment,loot.equipment.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HLhFCDGfI8EK7uV9
323,Boots of Speed,boots-of-speed,equipment,loot.equipment.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.MCMSZrhcD40oMJ9v
647,Boots of Striding and Springing,boots-of-striding-and-springing,equipment,loot.equipment.magic,uncommon,5000 gp,5000,40 pp,400,-4600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.hSY1b8yi8JWw2blf
385,Boots of the Winterlands,boots-of-the-winterlands,equipment,loot.equipment.magic,uncommon,10000 gp,10000,40 pp,400,-9600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.RDPFmUR9exTEXFc8
798,Bowl of Commanding Water Elementals,bowl-of-commanding-water-elementals,consumable,loot.consumable,rare,8000 gp,8000,750 pp,7500,-500,art_tier_snap,Compendium.dnd5e.items.Item.rRMaaGZ7qbzqMvoI
506,Bracers of Archery,bracers-of-archery,equipment,loot.equipment.magic,uncommon,1500 gp,1500,40 pp,400,-1100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ZYEqOSY9BLZs2GPx
181,Bracers of Defense,bracers-of-defense,equipment,loot.equipment.magic,rare,6000 gp,6000,300 pp,3000,-3000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.DSHi7yT6OUyDoCcu
1025,Branding Smite,shining-smite,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.7UwUjJ6owIQkEPrs
380,Brass Horn of Valhalla,brass-horn-of-valhalla,consumable,loot.consumable,rare,8400 gp,8400,300 pp,3000,-5400,magic_consumable_safe_default,Compendium.dnd5e.items.Item.QYJyQCnIQeLiMrmJ
1398,Brass Tide Astrolabe,brass-tide-astrolabe,loot,loot.loot,,1500 gp,1500,75 pp,750,-750,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.saTmO6nqskFbrHOu
355,Brazier of Commanding Fire Elementals,brazier-of-commanding-fire-elementals,consumable,loot.consumable,rare,8000 gp,8000,750 pp,7500,-500,art_tier_snap,Compendium.dnd5e.items.Item.OcjcplcUWH07Kn9k
399,Breastplate,breastplate,equipment,loot.armor,common,400 gp,400,40 pp,400,0,mundane_keep_current,Compendium.dnd5e.items.Item.SK2HATQ4abKUlV8i
114,Breastplate +1,breastplate-1,equipment,loot.armor.magic,rare,1900 gp,1900,300 pp,3000,1100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.84z9mVy1mCipUWEY
199,Breastplate +2,breastplate-2,equipment,loot.armor.magic,very-rare,6400 gp,6400,2000 pp,20000,13600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ET8Oo5vaTZqyb7rN
281,Breastplate +3,breastplate-3,equipment,loot.armor.magic,legendary,24400 gp,24400,7500 pp,75000,50600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.JDTO996oInbiZGHW
713,Breastplate Armor of Resistance,breastplate-armor-of-resistance,equipment,loot.armor.magic,rare,6400 gp,6400,300 pp,3000,-3400,magic_permanent_safe_default,Compendium.dnd5e.items.Item.lccm5AjIk91aIHbi
488,Brewer's Supplies,brewers-supplies,tool,loot.tool,common,20 gp,20,2 pp,20,0,mundane_keep_current,Compendium.dnd5e.items.Item.Y9S75go1hLMXUD48
893,Brined Meat,brined-meat,consumable,loot.consumable,common,8 sp,0.8,8 sp,0.8,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.yOlr1zn3E1sca4Vu
865,Broken Weapon,broken-weapon,loot,loot.loot,,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.w7XZPoXNp0aEd0rk
1378,Bronze Astral Orrery,bronze-astral-orrery,loot,loot.loot,,2500 gp,2500,250 pp,2500,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.Yi1mpvrq1AOFQHvy
1445,Bronze Augur Lampstand,bronze-augur-lampstand,loot,loot.loot,,2800 gp,2800,250 pp,2500,-300,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt44Lamp9Tu9Hd5
1428,Bronze Griffin Aquila,bronze-griffin-aquila,loot,loot.loot,,4000 gp,4000,250 pp,2500,-1500,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt27Aqla5Cd1Te8
819,Bronze Horn of Valhalla,bronze-horn-of-valhalla,consumable,loot.consumable,very-rare,11200 gp,11200,2000 pp,20000,8800,magic_consumable_safe_default,Compendium.dnd5e.items.Item.sqcerAMszpe3hwyI
1405,Bronze Ritual Urn,bronze-ritual-urn,loot,loot.loot,,250 gp,250,25 pp,250,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt04UrnB3Yb8Vc5
508,Brooch of Shielding,brooch-of-shielding,equipment,loot.equipment.magic,uncommon,7500 gp,7500,40 pp,400,-7100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ZdcEtbtU3VkuxIFE
641,Broom of Flying,broom-of-flying,consumable,loot.consumable,uncommon,8000 gp,8000,40 pp,400,-7600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.hFAVm9pTJDm0nu3g
381,Bucket,bucket,container,loot.container,,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.items.Item.mQVYcHmMSoCUnBnM
724,Bucket,bucket,container,loot.container,common,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.items.Item.mQVYcHmMSoCUnBnM
434,Bullseye Lantern,bullseye-lantern,consumable,loot.consumable,common,10 gp,10,25 gp,25,15,art_tier_snap,Compendium.dnd5e.items.Item.UkWdyJYQTfVX2cJW
979,Burglar's Pack,burglars-pack,container,loot.container,,16 gp,16,16 gp,16,0,mundane_keep_current,Compendium.dnd5e.items.Item.xsB7Y2WI476kvOt4
1014,Burning Hands,burning-hands,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.5SuJewoa1CRWaj1F
1216,Call Lightning,call-lightning,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.ehvmg9U9fcMEhE4z
682,Calligrapher's Supplies,calligraphers-supplies,tool,loot.tool,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.jhjo20QoiD5exf09
1004,Calm Emotions,calm-emotions,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.3MYDjS6k9IYL0aTj
130,Caltrops,caltrops,consumable,loot.consumable,common,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.items.Item.8tvhh5wqG5FRh3Sf
8,Candle,candle,consumable,loot.consumable,common,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.0NoBBP3MMkvJlwZY
932,Candle,candle,consumable,loot.consumable,,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.CNVsvqfTbtcoHiEo
937,Candle,candle,consumable,loot.consumable,,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.HgFNy16VK0iJgpFx
968,Candle,candle,consumable,loot.consumable,,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.oylFuuS3t1nqNKsM
513,Candle of Invocation,candle-of-invocation,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.ZoUVmRA3HfAK2eZy
1399,Candlelit Icon Screen,candlelit-icon-screen,loot,loot.loot,,1250 gp,1250,75 pp,750,-500,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.jIZHQTkg2RQzYSuF
270,Canvas,canvas,loot,loot.loot,,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.mFJkwdzb9IpLC3Ip
1323,Canvas,canvas,loot,loot.loot,,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.mFJkwdzb9IpLC3Ip
635,Cape of the Mountebank,cape-of-the-mountebank,equipment,loot.equipment.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.gpHgWLsD8k2yzbfR
123,Carpenter's Tools,carpenters-tools,tool,loot.tool,common,8 gp,8,8 gp,8,0,mundane_keep_current,Compendium.dnd5e.items.Item.8NS6MSOdXtUqD7Ib
485,Carpet of Flying (3x5),carpet-of-flying-3x5,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.XwqNHyox5OQQio8q
186,Carpet of Flying (4x6),carpet-of-flying-4x6,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.DeK9uQvNJj3JzFwe
470,Carpet of Flying (5x7),carpet-of-flying-5x7,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.XAr1SR4POx5BAArk
418,Carpet of Flying (6x9),carpet-of-flying-6x9,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.TjWk2mpNXjDdfIDM
609,Cartographer's Tools,cartographers-tools,tool,loot.tool,common,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.items.Item.fC0lFK8P4RuhpfaU
1408,Carved Reliquary Casket,carved-reliquary-casket,loot,loot.loot,,2500 gp,2500,250 pp,2500,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt07Rlqy5Fg1Yh8
1447,Cathedral Ruby,cathedral-ruby,loot,loot.loot,,1000 gp,1000,100 pp,1000,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.8rEeTCElX7x4CKgQ
1377,Cedar War Chronicle Panel,cedar-war-chronicle-panel,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.bdXKU0bZ6zbmhito
113,Censer,censer,loot,loot.loot,common,5 gp,5,25 gp,25,20,art_tier_snap,Compendium.dnd5e.items.Item.7ztvHyYJCcOOAWmR
962,Censer,censer,loot,loot.loot,,5 gp,5,25 gp,25,20,art_tier_snap,Compendium.dnd5e.items.Item.lg6oohwQndZT4Z0m
811,Censer of Controlling Air Elementals,censer-of-controlling-air-elementals,consumable,loot.consumable,rare,8000 gp,8000,750 pp,7500,-500,art_tier_snap,Compendium.dnd5e.items.Item.sXEkkTDXWQDUMzsC
289,Chain (10 feet),chain-10-feet,consumable,loot.consumable,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.JvoufrTkSDMsS9Sm
1130,Chain Lightning,chain-lightning,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.QbTxN5dWIbYZ4jLU
795,Chain Mail,chain-mail,equipment,loot.armor,common,75 gp,75,75 gp,75,0,mundane_keep_current,Compendium.dnd5e.items.Item.rLMflzmxpe8JGTOA
394,Chain Mail +1,chain-mail-1,equipment,loot.armor.magic,rare,1575 gp,1575,300 pp,3000,1425,magic_permanent_safe_default,Compendium.dnd5e.items.Item.Rn9gt6JGULtx9Zvz
526,Chain Mail +2,chain-mail-2,equipment,loot.armor.magic,very-rare,6075 gp,6075,2000 pp,20000,13925,magic_permanent_safe_default,Compendium.dnd5e.items.Item.akjpaK4TYkUZbGrN
583,Chain Mail +3,chain-mail-3,equipment,loot.armor.magic,legendary,24075 gp,24075,7500 pp,75000,50925,magic_permanent_safe_default,Compendium.dnd5e.items.Item.eHGbr3rqRRxdBPLq
157,Chain Mail Armor of Resistance,chain-mail-armor-of-resistance,equipment,loot.armor.magic,rare,6075 gp,6075,300 pp,3000,-3075,magic_permanent_safe_default,Compendium.dnd5e.items.Item.BQw5lyopqLmf8B6u
766,Chain Shirt,chain-shirt,equipment,loot.armor,common,50 gp,50,5 pp,50,0,mundane_keep_current,Compendium.dnd5e.items.Item.p2zChy24ZJdVqMSH
328,Chain Shirt +1,chain-shirt-1,equipment,loot.armor.magic,rare,1550 gp,1550,300 pp,3000,1450,magic_permanent_safe_default,Compendium.dnd5e.items.Item.MSO3JxK8578xSh6x
218,Chain Shirt +2,chain-shirt-2,equipment,loot.armor.magic,very-rare,6050 gp,6050,2000 pp,20000,13950,magic_permanent_safe_default,Compendium.dnd5e.items.Item.FLoBS3UnFnZTSsSx
550,Chain Shirt +3,chain-shirt-3,equipment,loot.armor.magic,legendary,24050 gp,24050,7500 pp,75000,50950,magic_permanent_safe_default,Compendium.dnd5e.items.Item.cI0UhWUux8gIzSHn
247,Chain Shirt Armor of Resistance,chain-shirt-armor-of-resistance,equipment,loot.armor.magic,rare,6050 gp,6050,300 pp,3000,-3050,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HF32aZSVw4P0MR4K
82,Chalk,chalk,loot,loot.loot,common,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.5fJn3LQ2eQG7luEO
1215,Charm Person,charm-person,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.eS7XnnApoxRxYXPs
25,Chess Set,chess-set,tool,loot.tool,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.23y8FvWKf9YLcnBL
33,Chest,chest,container,loot.container,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.2YbuclKfhDL0bU4u
914,Chest,chest,container,loot.container,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.2YbuclKfhDL0bU4u
412,Chicken,chicken,loot,loot.loot,,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.l1YRv9sdhQPaSQop
1322,Chicken,chicken,loot,loot.loot,,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.l1YRv9sdhQPaSQop
1282,Chill Touch,chill-touch,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.vrN18tbTw7io5MWd
858,Chime of Opening,chime-of-opening,consumable,loot.consumable,rare,1500 gp,1500,300 pp,3000,1500,magic_consumable_safe_default,Compendium.dnd5e.items.Item.vZdLYfHlLcZqQ8zc
427,Cinnamon,cinnamon,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.Pn04ySJYcG06Jc4a
1311,Cinnamon,cinnamon,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.Pn04ySJYcG06Jc4a
1098,Circle of Death,circle-of-death,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.KeunEkg1JYbOCOhV
137,Circlet of Blasting,circlet-of-blasting,equipment,loot.equipment.magic,uncommon,1500 gp,1500,40 pp,400,-1100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.9UvWQTY5yIgkJmmb
1197,Clairvoyance,clairvoyance,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.cg50KpBkBdPK6vPL
851,Climber's Kit,climbers-kit,consumable,loot.consumable,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.ugzwHl8vYaPu2GNd
451,Cloak of Arachnida,cloak-of-arachnida,equipment,loot.equipment.magic,very-rare,5000 gp,5000,2000 pp,20000,15000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.VwJjuNbBf2KHMPrY
315,Cloak of Displacement,cloak-of-displacement,equipment,loot.equipment.magic,rare,60000 gp,60000,300 pp,3000,-57000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.LpD064ilKEeFzVI8
288,Cloak of Elvenkind,cloak-of-elvenkind,equipment,loot.equipment.magic,uncommon,5000 gp,5000,40 pp,400,-4600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.Jvf1NWFxcjfHnMQ5
718,Cloak of Protection,cloak-of-protection,equipment,loot.equipment.magic,uncommon,3500 gp,3500,40 pp,400,-3100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.lvaMqEhfidfHDGf5
153,Cloak of the Bat,cloak-of-the-bat,equipment,loot.equipment.magic,rare,6000 gp,6000,300 pp,3000,-3000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.Aq1rhgcgFnwu2T4I
642,Cloak of the Manta Ray,cloak-of-the-manta-ray,equipment,loot.equipment.magic,uncommon,6000 gp,6000,40 pp,400,-5600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.hGrxC676XmlnS9y0
1231,Clone,clone,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.h830iyqParFleNqR
1106,Cloudkill,cloudkill,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.LkvI11Uue774QBKZ
721,Cloves,cloves,loot,loot.loot,,3 gp,3,3 gp,3,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.u753EokyA4vjksle
1325,Cloves,cloves,loot,loot.loot,,3 gp,3,3 gp,3,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.u753EokyA4vjksle
744,Club,club,weapon,loot.weapon,common,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.nfIRTECQIG81CvM4
610,Club +1,club-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.fCRftM4QxEDkeu0a
637,Club +2,club-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.gyJ0imAckcWtCjyv
257,Club +3,club-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HdC66U61pDOknaux
645,Cobbler's Tools,cobblers-tools,tool,loot.tool,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.hM84pZnpCqKfi8XH
1365,Cold/Fire/Lightning,cold-firelightning,equipment,loot.equipment.magic,very-rare,1800 pp,18000,2000 pp,20000,2000,magic_permanent_safe_default,Actor.riY0gVcW6cJuLgOj.Item.kKcZhM15Oqhqyjqc
1105,Color Spray,color-spray,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.LWTUqKkUQdMAmOe0
1188,Command,command,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.arzCrMRgcNiQuh43
126,Common Clothes,common-clothes,equipment,loot.equipment,common,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.dnd5e.items.Item.8RXjiddJ6VGyE7vB
1201,Commune,commune,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.d54VDyFulD9xxY7J
1210,Commune with Nature,commune-with-nature,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.dp6xny4v8PDoIGjh
596,Component Pouch,component-pouch,consumable,loot.consumable,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.eZGmdOhaTWMicXPW
1010,Comprehend Languages,comprehend-languages,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.4dSvfvTy2ZIJ3K4k
1125,Compulsion,compulsion,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.P6f1PPKPd9BCb742
1134,Cone of Cold,cone-of-cold,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.RpKjTlYASrfqUPVA
1045,Confusion,confusion,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.9hQXdMSmerkTsHDe
989,Conjure Animals,conjure-animals,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.1Drt0SHxbEAHxprN
1166,Conjure Celestial,conjure-celestial,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.XT7nzJmVGgv73uaf
990,Conjure Elemental,conjure-elemental,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.1LkZvINag7KqBmDR
1293,Conjure Fey,conjure-fey,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.yN3XZZujhR4aVvPa
1099,Conjure Minor Elementals,conjure-minor-elementals,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.KgEw3sDr39C6g8nY
1203,Conjure Woodland Beings,conjure-woodland-beings,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.dEfSELiY1eO3cpX9
1205,Contact Other Plane,contact-other-plane,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.dSTu1MaPhBqPITwM
1064,Contagion,contagion,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.CjIq8Ed7bu3vVwT1
